osmid,name,anlik_risk,geometry
892664c8c67ffff,"H3:892664c8c67ffff (suc=33, lamba_ariza=26)",82.12,"LINESTRING (-87.72731080409994 41.853089534703116, -87.72731080409994 41.853089534703116)"
892664cd45bffff,"H3:892664cd45bffff (suc=26, lamba_ariza=35)",78.98,"LINESTRING (-87.70478434260491 41.812723756064706, -87.70478434260491 41.812723756064706)"
8926645614bffff,"H3:8926645614bffff (suc=12, lamba_ariza=20)",51.16,"LINESTRING (-87.62746880226948 41.66863778223775, -87.62746880226948 41.66863778223775)"
892664cdd07ffff,"H3:892664cdd07ffff (suc=1, lamba_ariza=6)",5.08,"LINESTRING (-87.63336999943806 41.7386820918202, -87.63336999943806 41.7386820918202)"
892664caab3ffff,"H3:892664caab3ffff (suc=20, lamba_ariza=6)",53.27,"LINESTRING (-87.70238051350124 41.884132992769416, -87.70238051350124 41.884132992769416)"
892664560cbffff,"H3:892664560cbffff (suc=29, lamba_ariza=23)",77.88,"LINESTRING (-87.64163686336627 41.6910818648939, -87.64163686336627 41.6910818648939)"
892664cd133ffff,"H3:892664cd133ffff (suc=28, lamba_ariza=7)",63.3,"LINESTRING (-87.67211988892137 41.76842120095884, -87.67211988892137 41.76842120095884)"
892664cc5a7ffff,"H3:892664cc5a7ffff (suc=6, lamba_ariza=1)",19.66,"LINESTRING (-87.57524305571307 41.78275162084523, -87.57524305571307 41.78275162084523)"
892664d985bffff,"H3:892664d985bffff (suc=4, lamba_ariza=10)",21.76,"LINESTRING (-87.76662518547816 41.9949456299017, -87.76662518547816 41.9949456299017)"
89266456ccbffff,"H3:89266456ccbffff (suc=5, lamba_ariza=3)",17.25,"LINESTRING (-87.59999571210066 41.6590687020529, -87.59999571210066 41.6590687020529)"
892664cf5b3ffff,"H3:892664cf5b3ffff (suc=13, lamba_ariza=4)",39.48,"LINESTRING (-87.61009991453683 41.84041779427195, -87.61009991453683 41.84041779427195)"
892664d8ed3ffff,"H3:892664d8ed3ffff (suc=18, lamba_ariza=14)",57.04,"LINESTRING (-87.69648168410835 42.01086499272931, -87.69648168410835 42.01086499272931)"
89266456403ffff,"H3:89266456403ffff (suc=20, lamba_ariza=30)",70.06,"LINESTRING (-87.62410900480823 41.70458609470286, -87.62410900480823 41.70458609470286)"
892664571b3ffff,"H3:892664571b3ffff (suc=4, lamba_ariza=20)",29.55,"LINESTRING (-87.67893841150699 41.67736937884075, -87.67893841150699 41.67736937884075)"
89266456603ffff,"H3:89266456603ffff (suc=5, lamba_ariza=3)",18.06,"LINESTRING (-87.65354412938328 41.7002273967554, -87.65354412938328 41.7002273967554)"
89266456407ffff,"H3:89266456407ffff (suc=28, lamba_ariza=27)",78.69,"LINESTRING (-87.62113273738393 41.70229880971506, -87.62113273738393 41.70229880971506)"
892664cb177ffff,"H3:892664cb177ffff (suc=31, lamba_ariza=4)",64.02,"LINESTRING (-87.7803757754486 41.924473078974636, -87.7803757754486 41.924473078974636)"
892664d812bffff,"H3:892664d812bffff (suc=11, lamba_ariza=16)",44.23,"LINESTRING (-87.68378558053558 42.012750333128345, -87.68378558053558 42.012750333128345)"
892664ca947ffff,"H3:892664ca947ffff (suc=13, lamba_ariza=9)",43.4,"LINESTRING (-87.67300972876338 41.86935936286014, -87.67300972876338 41.86935936286014)"
892664cf3a3ffff,"H3:892664cf3a3ffff (suc=0, lamba_ariza=3)",2.53,"LINESTRING (-87.6494719581171 41.812738647950894, -87.6494719581171 41.812738647950894)"
89266419ec3ffff,"H3:89266419ec3ffff (suc=6, lamba_ariza=3)",21.56,"LINESTRING (-87.54558174404879 41.648013692764025, -87.54558174404879 41.648013692764025)"
892664cf277ffff,"H3:892664cf277ffff (suc=17, lamba_ariza=18)",59.97,"LINESTRING (-87.68424477834661 41.82397065154737, -87.68424477834661 41.82397065154737)"
89266456c43ffff,"H3:89266456c43ffff (suc=8, lamba_ariza=15)",37.34,"LINESTRING (-87.60245448129119 41.653253701393645, -87.60245448129119 41.653253701393645)"
892664c1b7bffff,"H3:892664c1b7bffff (suc=87, lamba_ariza=30)",95.02,"LINESTRING (-87.6237930703657 41.85478692024289, -87.6237930703657 41.85478692024289)"
892664ca3a3ffff,"H3:892664ca3a3ffff (suc=31, lamba_ariza=8)",67.43,"LINESTRING (-87.71595654414826 41.91766298018358, -87.71595654414826 41.91766298018358)"
892664d8b3bffff,"H3:892664d8b3bffff (suc=9, lamba_ariza=14)",37.32,"LINESTRING (-87.67883399843163 41.95874244407294, -87.67883399843163 41.95874244407294)"
89266452893ffff,"H3:89266452893ffff (suc=2, lamba_ariza=12)",16.35,"LINESTRING (-87.73770175400506 41.75321040549402, -87.73770175400506 41.75321040549402)"
892664c86a3ffff,"H3:892664c86a3ffff (suc=26, lamba_ariza=28)",77.13,"LINESTRING (-87.77505999804278 41.90885448245162, -87.77505999804278 41.90885448245162)"
892664cab57ffff,"H3:892664cab57ffff (suc=26, lamba_ariza=25)",75.92,"LINESTRING (-87.70131337961799 41.86788963707079, -87.70131337961799 41.86788963707079)"
892664c81a7ffff,"H3:892664c81a7ffff (suc=30, lamba_ariza=5)",63.71,"LINESTRING (-87.73015163251873 41.874533821276074, -87.73015163251873 41.874533821276074)"
892664c8e9bffff,"H3:892664c8e9bffff (suc=0, lamba_ariza=1)",0.55,"LINESTRING (-87.74947505226349 41.866187454265315, -87.74947505226349 41.866187454265315)"
892664d8c43ffff,"H3:892664d8c43ffff (suc=19, lamba_ariza=23)",65.56,"LINESTRING (-87.67479028545377 42.00587151144135, -87.67479028545377 42.00587151144135)"
892664cc2b3ffff,"H3:892664cc2b3ffff (suc=32, lamba_ariza=21)",78.84,"LINESTRING (-87.63597262439986 41.779238592912606, -87.63597262439986 41.779238592912606)"
892664cf283ffff,"H3:892664cf283ffff (suc=2, lamba_ariza=7)",12.46,"LINESTRING (-87.67511378745851 41.836254163827626, -87.67511378745851 41.836254163827626)"
892664cc163ffff,"H3:892664cc163ffff (suc=36, lamba_ariza=6)",69.27,"LINESTRING (-87.60493737391664 41.75926112921792, -87.60493737391664 41.75926112921792)"
892664d9ea3ffff,"H3:892664d9ea3ffff (suc=0, lamba_ariza=4)",3.48,"LINESTRING (-87.76171408698995 42.00663065208943, -87.76171408698995 42.00663065208943)"
892664ca043ffff,"H3:892664ca043ffff (suc=23, lamba_ariza=10)",61.17,"LINESTRING (-87.73024115664168 41.940156691724404, -87.73024115664168 41.940156691724404)"
8927593408fffff,"H3:8927593408fffff (suc=0, lamba_ariza=1)",0.33,"LINESTRING (-87.90714770796268 42.00948616213831, -87.90714770796268 42.00948616213831)"
892664ca663ffff,"H3:892664ca663ffff (suc=19, lamba_ariza=25)",66.12,"LINESTRING (-87.74645269845163 41.94868618663634, -87.74645269845163 41.94868618663634)"
892664cc197ffff,"H3:892664cc197ffff (suc=63, lamba_ariza=6)",76.73,"LINESTRING (-87.58737134628592 41.77277299805916, -87.58737134628592 41.77277299805916)"
892664ccb9bffff,"H3:892664ccb9bffff (suc=0, lamba_ariza=2)",1.75,"LINESTRING (-87.59097182615709 41.717666453319325, -87.59097182615709 41.717666453319325)"
892664cf573ffff,"H3:892664cf573ffff (suc=8, lamba_ariza=5)",27.84,"LINESTRING (-87.62820418246977 41.835008751777174, -87.62820418246977 41.835008751777174)"
892664ceb0fffff,"H3:892664ceb0fffff (suc=43, lamba_ariza=33)",90.06,"LINESTRING (-87.54916970587273 41.75111235835976, -87.54916970587273 41.75111235835976)"
892664d8b7bffff,"H3:892664d8b7bffff (suc=9, lamba_ariza=14)",38.23,"LINESTRING (-87.69028410796444 41.95977889296558, -87.69028410796444 41.95977889296558)"
892664cdd3bffff,"H3:892664cdd3bffff (suc=11, lamba_ariza=54)",56.15,"LINESTRING (-87.63459937875459 41.73577137956466, -87.63459937875459 41.73577137956466)"
892664cdb63ffff,"H3:892664cdb63ffff (suc=2, lamba_ariza=6)",13.15,"LINESTRING (-87.6810490829232 41.709786451602675, -87.6810490829232 41.709786451602675)"
892664cb287ffff,"H3:892664cb287ffff (suc=3, lamba_ariza=26)",30.32,"LINESTRING (-87.81880749660488 41.94608747985474, -87.81880749660488 41.94608747985474)"
892664ca8c7ffff,"H3:892664ca8c7ffff (suc=19, lamba_ariza=9)",53.48,"LINESTRING (-87.68726001535549 41.89184742942832, -87.68726001535549 41.89184742942832)"
8926645644fffff,"H3:8926645644fffff (suc=2, lamba_ariza=14)",17.27,"LINESTRING (-87.63672499964107 41.702718933968114, -87.63672499964107 41.702718933968114)"
892664cc42bffff,"H3:892664cc42bffff (suc=1, lamba_ariza=15)",16.04,"LINESTRING (-87.60998165383481 41.794004259001404, -87.60998165383481 41.794004259001404)"
892664cdc0bffff,"H3:892664cdc0bffff (suc=18, lamba_ariza=3)",47.9,"LINESTRING (-87.66142009113554 41.75635960193405, -87.66142009113554 41.75635960193405)"
892664c1327ffff,"H3:892664c1327ffff (suc=20, lamba_ariza=0)",48.86,"LINESTRING (-87.63958478631423 41.901650462576704, -87.63958478631423 41.901650462576704)"
892664ca3afffff,"H3:892664ca3afffff (suc=28, lamba_ariza=10)",66.12,"LINESTRING (-87.71718522400582 41.914745138044246, -87.71718522400582 41.914745138044246)"
892664cce53ffff,"H3:892664cce53ffff (suc=22, lamba_ariza=11)",60.59,"LINESTRING (-87.61705221791935 41.74928292966177, -87.61705221791935 41.74928292966177)"
892664c12d7ffff,"H3:892664c12d7ffff (suc=18, lamba_ariza=9)",53.73,"LINESTRING (-87.66879251790257 41.935609624556086, -87.66879251790257 41.935609624556086)"
892664c1053ffff,"H3:892664c1053ffff (suc=36, lamba_ariza=18)",79.94,"LINESTRING (-87.64889646788406 41.93582325973633, -87.64889646788406 41.93582325973633)"
89275934d9bffff,"H3:89275934d9bffff (suc=1, lamba_ariza=14)",12.66,"LINESTRING (-87.84582048410573 41.966672930383, -87.84582048410573 41.966672930383)"
892664d8917ffff,"H3:892664d8917ffff (suc=26, lamba_ariza=4)",59.71,"LINESTRING (-87.64676889902968 41.96896882617627, -87.64676889902968 41.96896882617627)"
892664ca9a7ffff,"H3:892664ca9a7ffff (suc=5, lamba_ariza=15)",29.85,"LINESTRING (-87.65015429305832 41.8672815339826, -87.65015429305832 41.8672815339826)"
892664c845bffff,"H3:892664c845bffff (suc=15, lamba_ariza=14)",52.96,"LINESTRING (-87.77138545369476 41.917608875555466, -87.77138545369476 41.917608875555466)"
89266456183ffff,"H3:89266456183ffff (suc=0, lamba_ariza=4)",3.1,"LINESTRING (-87.60522620383047 41.67465334635623, -87.60522620383047 41.67465334635623)"
892664ccaafffff,"H3:892664ccaafffff (suc=10, lamba_ariza=13)",40.75,"LINESTRING (-87.60533939639188 41.72100031809545, -87.60533939639188 41.72100031809545)"
892664ca2b7ffff,"H3:892664ca2b7ffff (suc=13, lamba_ariza=17)",50.49,"LINESTRING (-87.73269766146389 41.934319264704406, -87.73269766146389 41.934319264704406)"
892664c8817ffff,"H3:892664c8817ffff (suc=20, lamba_ariza=33)",71.59,"LINESTRING (-87.72799918811953 41.8420555772198, -87.72799918811953 41.8420555772198)"
892664ca647ffff,"H3:892664ca647ffff (suc=27, lamba_ariza=40)",81.03,"LINESTRING (-87.74822265979417 41.95389513013385, -87.74822265979417 41.95389513013385)"
892664525b7ffff,"H3:892664525b7ffff (suc=6, lamba_ariza=29)",39.33,"LINESTRING (-87.7337364695721 41.80022096527199, -87.7337364695721 41.80022096527199)"
892664cab43ffff,"H3:892664cab43ffff (suc=54, lamba_ariza=23)",89.35,"LINESTRING (-87.70553189485909 41.8672625502023, -87.70553189485909 41.8672625502023)"
892664cea37ffff,"H3:892664cea37ffff (suc=30, lamba_ariza=72)",84.83,"LINESTRING (-87.55984196115678 41.76318533446722, -87.55984196115678 41.76318533446722)"
892664cf26bffff,"H3:892664cf26bffff (suc=35, lamba_ariza=24)",83.31,"LINESTRING (-87.69267445558492 41.82271867789197, -87.69267445558492 41.82271867789197)"
892664cc0cfffff,"H3:892664cc0cfffff (suc=27, lamba_ariza=52)",81.69,"LINESTRING (-87.62508593174265 41.78631010510928, -87.62508593174265 41.78631010510928)"
89275936997ffff,"H3:89275936997ffff (suc=4, lamba_ariza=8)",17.93,"LINESTRING (-87.80044919421809 41.98989318578416, -87.80044919421809 41.98989318578416)"
892664ceb6fffff,"H3:892664ceb6fffff (suc=17, lamba_ariza=41)",67.08,"LINESTRING (-87.55585098713885 41.74467114268481, -87.55585098713885 41.74467114268481)"
892664ca66fffff,"H3:892664ca66fffff (suc=23, lamba_ariza=20)",69.78,"LINESTRING (-87.74768018276903 41.94576699970482, -87.74768018276903 41.94576699970482)"
892664d8ccfffff,"H3:892664d8ccfffff (suc=19, lamba_ariza=11)",56.3,"LINESTRING (-87.66932412773058 42.00942010928611, -87.66932412773058 42.00942010928611)"
892664c80a3ffff,"H3:892664c80a3ffff (suc=27, lamba_ariza=18)",72.55,"LINESTRING (-87.75409508055833 41.892839071534965, -87.75409508055833 41.892839071534965)"
892664cd6b3ffff,"H3:892664cd6b3ffff (suc=6, lamba_ariza=10)",27.9,"LINESTRING (-87.70723744577074 41.80689599513195, -87.70723744577074 41.80689599513195)"
892664cc543ffff,"H3:892664cc543ffff (suc=5, lamba_ariza=15)",30.22,"LINESTRING (-87.60103818344777 41.78713466620321, -87.60103818344777 41.78713466620321)"
89266452833ffff,"H3:89266452833ffff (suc=2, lamba_ariza=8)",11.46,"LINESTRING (-87.73960870330184 41.739278311810644, -87.73960870330184 41.739278311810644)"
892664c1027ffff,"H3:892664c1027ffff (suc=7, lamba_ariza=10)",29.78,"LINESTRING (-87.63094715168647 41.92207022132075, -87.63094715168647 41.92207022132075)"
892664cb057ffff,"H3:892664cb057ffff (suc=9, lamba_ariza=11)",34.71,"LINESTRING (-87.80613806412617 41.947983515359844, -87.80613806412617 41.947983515359844)"
892664cc183ffff,"H3:892664cc183ffff (suc=46, lamba_ariza=3)",71.09,"LINESTRING (-87.59158391335707 41.77215119920758, -87.59158391335707 41.77215119920758)"
892664c146bffff,"H3:892664c146bffff (suc=14, lamba_ariza=12)",47.48,"LINESTRING (-87.64096766027171 41.945203839317955, -87.64096766027171 41.945203839317955)"
892664d8adbffff,"H3:892664d8adbffff (suc=9, lamba_ariza=4)",28.42,"LINESTRING (-87.7093351511539 41.9897905842774, -87.7093351511539 41.9897905842774)"
89266452183ffff,"H3:89266452183ffff (suc=0, lamba_ariza=1)",0.13,"LINESTRING (-87.7512637439299 41.78668420867295, -87.7512637439299 41.78668420867295)"
89266457037ffff,"H3:89266457037ffff (suc=1, lamba_ariza=2)",3.93,"LINESTRING (-87.70345469801961 41.68463571037339, -87.70345469801961 41.68463571037339)"
892664ca30fffff,"H3:892664ca30fffff (suc=25, lamba_ariza=29)",76.96,"LINESTRING (-87.72862419915411 41.915777809451136, -87.72862419915411 41.915777809451136)"
892664ca687ffff,"H3:892664ca687ffff (suc=27, lamba_ariza=19)",73.37,"LINESTRING (-87.73009122168186 41.959332621746164, -87.73009122168186 41.959332621746164)"
8926645603bffff,"H3:8926645603bffff (suc=17, lamba_ariza=29)",64.33,"LINESTRING (-87.63096206375977 41.679027247683436, -87.63096206375977 41.679027247683436)"
892664c131bffff,"H3:892664c131bffff (suc=23, lamba_ariza=30)",73.85,"LINESTRING (-87.65031314513175 41.91373358314611, -87.65031314513175 41.91373358314611)"
892664cde97ffff,"H3:892664cde97ffff (suc=12, lamba_ariza=4)",37.22,"LINESTRING (-87.67580225110774 41.75968526588206, -87.67580225110774 41.75968526588206)"
8927593692bffff,"H3:8927593692bffff (suc=16, lamba_ariza=4)",45.31,"LINESTRING (-87.81079838815698 41.974656604829825, -87.81079838815698 41.974656604829825)"
8926645646fffff,"H3:8926645646fffff (suc=5, lamba_ariza=14)",27.84,"LINESTRING (-87.6320003899679 41.69523594116656, -87.6320003899679 41.69523594116656)"
892664cf1abffff,"H3:892664cf1abffff (suc=48, lamba_ariza=55)",93.64,"LINESTRING (-87.62418028546817 41.81648281570696, -87.62418028546817 41.81648281570696)"
892664c8423ffff,"H3:892664c8423ffff (suc=14, lamba_ariza=15)",51.05,"LINESTRING (-87.75218623123749 41.906797297417306, -87.75218623123749 41.906797297417306)"
892664cd96fffff,"H3:892664cd96fffff (suc=7, lamba_ariza=25)",41.44,"LINESTRING (-87.65283999935778 41.7112429335608, -87.65283999935778 41.7112429335608)"
892664caa47ffff,"H3:892664caa47ffff (suc=136, lamba_ariza=23)",93.3,"LINESTRING (-87.72347879037068 41.88099489915612, -87.72347879037068 41.88099489915612)"
892664ccc3bffff,"H3:892664ccc3bffff (suc=14, lamba_ariza=25)",58.54,"LINESTRING (-87.57566987262219 41.74447865341198, -87.57566987262219 41.74447865341198)"
892664d884bffff,"H3:892664d884bffff (suc=4, lamba_ariza=2)",14.5,"LINESTRING (-87.68765295454601 41.9848002910705, -87.68765295454601 41.9848002910705)"
892664cf613ffff,"H3:892664cf613ffff (suc=26, lamba_ariza=52)",80.41,"LINESTRING (-87.6719531806709 41.8531180065097, -87.6719531806709 41.8531180065097)"
89266452db7ffff,"H3:89266452db7ffff (suc=10, lamba_ariza=41)",52.74,"LINESTRING (-87.70052351615301 41.747824726738784, -87.70052351615301 41.747824726738784)"
892664cf673ffff,"H3:892664cf673ffff (suc=6, lamba_ariza=8)",26.65,"LINESTRING (-87.67863005134834 41.846661891506564, -87.67863005134834 41.846661891506564)"
892664cdd83ffff,"H3:892664cdd83ffff (suc=12, lamba_ariza=18)",48.52,"LINESTRING (-87.62968091068868 41.74741481749337, -87.62968091068868 41.74741481749337)"
892664cb053ffff,"H3:892664cb053ffff (suc=10, lamba_ariza=21)",45.49,"LINESTRING (-87.80913799815166 41.9502713297743, -87.80913799815166 41.9502713297743)"
892664560d3ffff,"H3:892664560d3ffff (suc=12, lamba_ariza=23)",52.53,"LINESTRING (-87.63620484069862 41.69461353394341, -87.63620484069862 41.69461353394341)"
892664cc8c3ffff,"H3:892664cc8c3ffff (suc=20, lamba_ariza=18)",64.81,"LINESTRING (-87.59076496464131 41.7367941837948, -87.59076496464131 41.7367941837948)"
892664cea17ffff,"H3:892664cea17ffff (suc=1, lamba_ariza=0)",2.87,"LINESTRING (-87.56456266848026 41.77067770410129, -87.56456266848026 41.77067770410129)"
892664cada3ffff,"H3:892664cada3ffff (suc=110, lamba_ariza=17)",88.93,"LINESTRING (-87.64451706744605 41.88998417522496, -87.64451706744605 41.88998417522496)"
892664cd923ffff,"H3:892664cd923ffff (suc=14, lamba_ariza=39)",61.36,"LINESTRING (-87.64022283384936 41.71311214548194, -87.64022283384936 41.71311214548194)"
8926641945bffff,"H3:8926641945bffff (suc=3, lamba_ariza=5)",14.92,"LINESTRING (-87.5587605433447 41.70059709465423, -87.5587605433447 41.70059709465423)"
892664cd18fffff,"H3:892664cd18fffff (suc=29, lamba_ariza=8)",66.05,"LINESTRING (-87.67264713251053 41.776533266576315, -87.67264713251053 41.776533266576315)"
892664cacb3ffff,"H3:892664cacb3ffff (suc=28, lamba_ariza=3)",60.15,"LINESTRING (-87.66421648900506 41.908938368672956, -87.66421648900506 41.908938368672956)"
892664cd9a3ffff,"H3:892664cd9a3ffff (suc=7, lamba_ariza=2)",21.73,"LINESTRING (-87.63355923877698 41.71955485589534, -87.63355923877698 41.71955485589534)"
8926641933bffff,"H3:8926641933bffff (suc=6, lamba_ariza=12)",28.65,"LINESTRING (-87.55992604499778 41.65135180710175, -87.55992604499778 41.65135180710175)"
892664d8b73ffff,"H3:892664d8b73ffff (suc=16, lamba_ariza=19)",58.01,"LINESTRING (-87.68605676600251 41.9604066116545, -87.68605676600251 41.9604066116545)"
892664ca68fffff,"H3:892664ca68fffff (suc=6, lamba_ariza=20)",35.98,"LINESTRING (-87.73431740451416 41.958703335967414, -87.73431740451416 41.958703335967414)"
892664522afffff,"H3:892664522afffff (suc=2, lamba_ariza=8)",14.23,"LINESTRING (-87.79811322652778 41.78788152045525, -87.79811322652778 41.78788152045525)"
892664ca8a3ffff,"H3:892664ca8a3ffff (suc=15, lamba_ariza=12)",49.86,"LINESTRING (-87.67406701723512 41.885603833494066, -87.67406701723512 41.885603833494066)"
892664ccbc7ffff,"H3:892664ccbc7ffff (suc=0, lamba_ariza=5)",3.95,"LINESTRING (-87.5964106146925 41.714135577636156, -87.5964106146925 41.714135577636156)"
892664cd16fffff,"H3:892664cd16fffff (suc=28, lamba_ariza=29)",79.59,"LINESTRING (-87.68597658634678 41.76363435795335, -87.68597658634678 41.76363435795335)"
892664cdb3bffff,"H3:892664cdb3bffff (suc=2, lamba_ariza=21)",23.77,"LINESTRING (-87.67263940959522 41.71103471109653, -87.67263940959522 41.71103471109653)"
892664c101bffff,"H3:892664c101bffff (suc=31, lamba_ariza=12)",71.11,"LINESTRING (-87.64167822347099 41.93415695788252, -87.64167822347099 41.93415695788252)"
892664cc513ffff,"H3:892664cc513ffff (suc=14, lamba_ariza=21)",55.39,"LINESTRING (-87.58839659129333 41.7890012187381, -87.58839659129333 41.7890012187381)"
892664cf6d3ffff,"H3:892664cf6d3ffff (suc=0, lamba_ariza=3)",2.23,"LINESTRING (-87.67669996256298 41.86061232589523, -87.67669996256298 41.86061232589523)"
892664520abffff,"H3:892664520abffff (suc=8, lamba_ariza=24)",42.23,"LINESTRING (-87.77163483293009 41.79456940280878, -87.77163483293009 41.79456940280878)"
892664cd55bffff,"H3:892664cd55bffff (suc=12, lamba_ariza=26)",54.15,"LINESTRING (-87.68388366169484 41.79671018656943, -87.68388366169484 41.79671018656943)"
892664ccdafffff,"H3:892664ccdafffff (suc=34, lamba_ariza=61)",87.76,"LINESTRING (-87.5464189696748 41.729690332977974, -87.5464189696748 41.729690332977974)"
89266452353ffff,"H3:89266452353ffff (suc=0, lamba_ariza=2)",1.23,"LINESTRING (-87.79756401073345 41.779770205824995, -87.79756401073345 41.779770205824995)"
892664c89dbffff,"H3:892664c89dbffff (suc=11, lamba_ariza=17)",44.8,"LINESTRING (-87.71903149570065 41.835192712728194, -87.71903149570065 41.835192712728194)"
8926641932fffff,"H3:8926641932fffff (suc=0, lamba_ariza=7)",5.45,"LINESTRING (-87.55818792834842 41.646157093002806, -87.55818792834842 41.646157093002806)"
892664c14c3ffff,"H3:892664c14c3ffff (suc=10, lamba_ariza=3)",32.19,"LINESTRING (-87.63479335495272 41.95979687260826, -87.63479335495272 41.95979687260826)"
8926641b347ffff,"H3:8926641b347ffff (suc=0, lamba_ariza=3)",1.88,"LINESTRING (-87.52336509491589 41.70035209895353, -87.52336509491589 41.70035209895353)"
892664ccedbffff,"H3:892664ccedbffff (suc=26, lamba_ariza=40)",80.22,"LINESTRING (-87.61459026704574 41.75510519568722, -87.61459026704574 41.75510519568722)"
892664c8dafffff,"H3:892664c8dafffff (suc=3, lamba_ariza=3)",14.16,"LINESTRING (-87.69250931818462 41.841868443363595, -87.69250931818462 41.841868443363595)"
89266457087ffff,"H3:89266457087ffff (suc=1, lamba_ariza=3)",5.78,"LINESTRING (-87.70276277011607 41.69564877144363, -87.70276277011607 41.69564877144363)"
892664ccb63ffff,"H3:892664ccb63ffff (suc=2, lamba_ariza=0)",7.36,"LINESTRING (-87.60133431712342 41.70249796913083, -87.60133431712342 41.70249796913083)"
892664c8b3bffff,"H3:892664c8b3bffff (suc=1, lamba_ariza=0)",1.96,"LINESTRING (-87.7390263572357 41.8158226166216, -87.7390263572357 41.8158226166216)"
892664cf427ffff,"H3:892664cf427ffff (suc=21, lamba_ariza=58)",75.19,"LINESTRING (-87.63592832546132 41.844794053316384, -87.63592832546132 41.844794053316384)"
892664d9b07ffff,"H3:892664d9b07ffff (suc=7, lamba_ariza=8)",27.45,"LINESTRING (-87.75776144447894 41.96889334743032, -87.75776144447894 41.96889334743032)"
892664cd1c3ffff,"H3:892664cd1c3ffff (suc=35, lamba_ariza=17)",77.88,"LINESTRING (-87.68282498542506 41.780483242857024, -87.68282498542506 41.780483242857024)"
892664cc6d3ffff,"H3:892664cc6d3ffff (suc=23, lamba_ariza=20)",69.31,"LINESTRING (-87.6435036241511 41.80816032037925, -87.6435036241511 41.80816032037925)"
892664cd6bbffff,"H3:892664cd6bbffff (suc=1, lamba_ariza=6)",8.95,"LINESTRING (-87.71145025495491 41.806269475387765, -87.71145025495491 41.806269475387765)"
892664cf183ffff,"H3:892664cf183ffff (suc=39, lamba_ariza=23)",84.98,"LINESTRING (-87.62469972068453 41.82460024854481, -87.62469972068453 41.82460024854481)"
892664d9d73ffff,"H3:892664d9d73ffff (suc=4, lamba_ariza=16)",26.31,"LINESTRING (-87.72802133638308 41.99248570504188, -87.72802133638308 41.99248570504188)"
892664ca0bbffff,"H3:892664ca0bbffff (suc=16, lamba_ariza=2)",42.87,"LINESTRING (-87.71034646103344 41.94038104215682, -87.71034646103344 41.94038104215682)"
892664ca86bffff,"H3:892664ca86bffff (suc=27, lamba_ariza=44)",81.77,"LINESTRING (-87.6963984895447 41.879554306332004, -87.6963984895447 41.879554306332004)"
892664192bbffff,"H3:892664192bbffff (suc=1, lamba_ariza=2)",3.28,"LINESTRING (-87.57405842327415 41.67380164161249, -87.57405842327415 41.67380164161249)"
892664cd2b7ffff,"H3:892664cd2b7ffff (suc=16, lamba_ariza=10)",49.9,"LINESTRING (-87.71283291862713 41.78421530660091, -87.71283291862713 41.78421530660091)"
892664c144fffff,"H3:892664c144fffff (suc=40, lamba_ariza=9)",73.69,"LINESTRING (-87.64272604390588 41.95041486859259, -87.64272604390588 41.95041486859259)"
892664cd41bffff,"H3:892664cd41bffff (suc=14, lamba_ariza=19)",53.35,"LINESTRING (-87.69337071113809 41.81168850992137, -87.69337071113809 41.81168850992137)"
892664cc227ffff,"H3:892664cc227ffff (suc=22, lamba_ariza=10)",59.77,"LINESTRING (-87.64089281598194 41.76759030852541, -87.64089281598194 41.76759030852541)"
892664c81c3ffff,"H3:892664c81c3ffff (suc=41, lamba_ariza=25)",86.69,"LINESTRING (-87.74933334287076 41.88534595559728, -87.74933334287076 41.88534595559728)"
89266419557ffff,"H3:89266419557ffff (suc=1, lamba_ariza=2)",5.61,"LINESTRING (-87.53077636147262 41.682902431521875, -87.53077636147262 41.682902431521875)"
892664ce2c7ffff,"H3:892664ce2c7ffff (suc=15, lamba_ariza=6)",45.7,"LINESTRING (-87.60361535345851 41.82771706435319, -87.60361535345851 41.82771706435319)"
892664c81b7ffff,"H3:892664c81b7ffff (suc=46, lamba_ariza=15)",81.44,"LINESTRING (-87.72892488009803 41.87745028718808, -87.72892488009803 41.87745028718808)"
89266456023ffff,"H3:89266456023ffff (suc=17, lamba_ariza=25)",64.19,"LINESTRING (-87.62798715126056 41.67674077331316, -87.62798715126056 41.67674077331316)"
892664cd5d3ffff,"H3:892664cd5d3ffff (suc=22, lamba_ariza=63)",76.57,"LINESTRING (-87.6730014762702 41.80378752741448, -87.6730014762702 41.80378752741448)"
892664cb01bffff,"H3:892664cb01bffff (suc=12, lamba_ariza=14)",45.7,"LINESTRING (-87.80191459946923 41.94861524056219, -87.80191459946923 41.94861524056219)"
892664d8a63ffff,"H3:892664d8a63ffff (suc=15, lamba_ariza=13)",49.96,"LINESTRING (-87.70826314126307 41.97352703109936, -87.70826314126307 41.97352703109936)"
892664ca9cfffff,"H3:892664ca9cfffff (suc=15, lamba_ariza=8)",46.85,"LINESTRING (-87.67054877777078 41.87519120977565, -87.67054877777078 41.87519120977565)"
892664d9b27ffff,"H3:892664d9b27ffff (suc=19, lamba_ariza=27)",67.97,"LINESTRING (-87.75299130554191 41.96139404613899, -87.75299130554191 41.96139404613899)"
89266456ccfffff,"H3:89266456ccfffff (suc=55, lamba_ariza=8)",77.5,"LINESTRING (-87.59702338360654 41.656781822674176, -87.59702338360654 41.656781822674176)"
